tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound
"Preparations underway for Sunday's 3pm piano recital with Sae Yoon Chon and Dmytro Choni! 
With a spectacular programme, we cannot wait to hear these two upcoming stars perform.
Tickets (€15) available from https://t.co/LXhLUskyDd
Available to view until March 3rd! https://t.co/YJVy9FQTJq",False,en,10,2,2021-02-26 15:45:36,1365327160765001742,"['preparations', 'underway', 'sunday', '3pm', 'piano', 'recital', 'sae', 'yoon', 'chon', 'dmytro', 'choni', 'spectacular', 'programme', 'cannot', 'wait', 'hear', 'two', 'upcoming', 'stars', 'perform', 'tickets', '15', 'available', 'available', 'view', 'march', '3rd']",preparations underway sunday 3pm piano recital sae yoon chon dmytro choni spectacular programme cannot wait hear two upcoming stars perform tickets 15 available available view march 3rd,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @chonibIossom: 501 choni was just so soft 🥺 https://t.co/CttmAj8YyA,False,en,0,31,2021-02-26 15:42:18,1365326330582224896,"['501', 'choni', 'soft']",501 choni soft,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @JuliDG: HOW GOOD WAS RIVERDALE THIS WEEK?!?!?!?! 

#BARCHIE &amp; #CHONI BEEN THE MOST ICONIC SHIPS ON THIS SHOW! I LOVE IT!!!!!!!!!

THIS…",False,en,0,50,2021-02-26 15:35:45,1365324681058861064,"['good', 'riverdale', 'week', 'barchie', 'amp', 'choni', 'iconic', 'ships', 'show', 'love']",good riverdale week barchie amp choni iconic ships show love,0.0,0.652,0.348,0.9135,0.0,0.652,0.348,0.9135,0.0,0.652,0.348,0.9135,0.0,0.652,0.348,0.9135,0.0,0.652,0.348,0.9135
"RT @PRiveerdale: Me crying                             My family
for Riverdale
and Choni https://t.co/UQ1A7UcYcq",False,en,0,55,2021-02-26 15:30:35,1365323380577226756,"['crying', 'family', 'riverdale', 'choni']",crying family riverdale choni,0.237,0.763,0.0,-0.4767,0.237,0.763,0.0,-0.4767,0.237,0.763,0.0,-0.4767,0.237,0.763,0.0,-0.4767,0.237,0.763,0.0,-0.4767
"RT @sunlightchoni: choni *breaks up*
also choni : still looks at eachother like this 🥺 https://t.co/2yxmmNSRze",False,en,0,30,2021-02-26 15:26:40,1365322396341653512,"['choni', 'breaks', 'also', 'choni', 'still', 'looks', 'eachother', 'like']",choni breaks also choni still looks eachother like,0.0,0.839,0.161,0.3612,0.0,0.839,0.161,0.3612,0.0,0.839,0.161,0.3612,0.0,0.839,0.161,0.3612,0.0,0.839,0.161,0.3612
RT @sixteenburritos: Life is just choosing your subway sandwich when you're 9 and ordering the same one until you die,False,en,0,79141,2021-02-26 15:22:02,1365321229226409996,"['life', 'choosing', 'subway', 'sandwich', '9', 'ordering', 'one', 'die']",life choosing subway sandwich 9 ordering one die,0.178,0.822,0.0,-0.5994,0.178,0.822,0.0,-0.5994,0.178,0.822,0.0,-0.5994,0.178,0.822,0.0,-0.5994,0.178,0.822,0.0,-0.5994
"@FEATHERFlNGERS @dykespeon It’s been on my mind too. Mostly because now that everyone’s caught eye of it, it’s everywhere and hard to ignore.🙃",False,en,1,0,2021-02-26 15:17:41,1365320134903160842,"['mind', 'mostly', 'everyone', 'caught', 'eye', 'everywhere', 'hard', 'ignore']",mind mostly everyone caught eye everywhere hard ignore,0.06,0.94,0.0,-0.1027,0.06,0.94,0.0,-0.1027,0.06,0.94,0.0,-0.1027,0.06,0.94,0.0,-0.1027,0.06,0.94,0.0,-0.1027
"@blossom_choni @dykespeon Sorry for getting all up in your replies btw! This is just something that’s been on my mind a lot recently, and it’s so reassuring to see there are other people who feel the same way. Thanks for letting me vent my frustrations about a kids’ book aha :)",False,en,1,0,2021-02-26 15:16:57,1365319951117148161,"['sorry', 'getting', 'replies', 'btw', 'something', 'mind', 'lot', 'recently', 'reassuring', 'see', 'people', 'feel', 'way', 'thanks', 'letting', 'vent', 'frustrations', 'kids', 'book', 'aha']",sorry getting replies btw something mind lot recently reassuring see people feel way thanks letting vent frustrations kids book aha,0.074,0.759,0.167,0.7494,0.074,0.759,0.167,0.7494,0.074,0.759,0.167,0.7494,0.074,0.759,0.167,0.7494,0.074,0.759,0.167,0.7494
I think it’s just wrong that we haven’t seen adult choni kiss or even hug...,False,en,1,0,2021-02-26 15:16:09,1365319749882757126,"['think', 'wrong', 'seen', 'adult', 'choni', 'kiss', 'even', 'hug']",think wrong seen adult choni kiss even hug,0.173,0.67,0.156,-0.0772,0.173,0.67,0.156,-0.0772,0.173,0.67,0.156,-0.0772,0.173,0.67,0.156,-0.0772,0.173,0.67,0.156,-0.0772
@FEATHERFlNGERS @dykespeon Y e s!! This!,False,en,1,0,2021-02-26 15:14:57,1365319449117683716,['e'],e,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i low key want choni’s first kiss to be out of frustration and anger after an argument and one of them pulls away and runs off then the other chases after them and THEN they have a heartfelt love confession 😼,False,en,160,23,2021-02-26 15:14:28,1365319325381492752,"['low', 'key', 'want', 'choni', 'first', 'kiss', 'frustration', 'anger', 'argument', 'one', 'pulls', 'away', 'runs', 'chases', 'heartfelt', 'love', 'confession']",low key want choni first kiss frustration anger argument one pulls away runs chases heartfelt love confession,0.214,0.564,0.222,0.1027,0.214,0.564,0.222,0.1027,0.214,0.564,0.222,0.1027,0.214,0.564,0.222,0.1027,0.214,0.564,0.222,0.1027
"@blossom_choni @dykespeon Yeah, exactly, it’s really disheartening. Without naming any names… Just because one person read Bramblestar’s character a certain way, now anyone who doesn’t completely hate him is a sexist abuser. As if the Erins have ever been consistent with their characterisation 🤨",False,en,1,0,2021-02-26 15:14:04,1365319224168771589,"['yeah', 'exactly', 'really', 'disheartening', 'without', 'naming', 'names', 'one', 'person', 'read', 'bramblestar', 'character', 'certain', 'way', 'anyone', 'completely', 'hate', 'sexist', 'abuser', 'erins', 'ever', 'consistent', 'characterisation']",yeah exactly really disheartening without naming names one person read bramblestar character certain way anyone completely hate sexist abuser erins ever consistent characterisation,0.21,0.706,0.084,-0.8119,0.21,0.706,0.084,-0.8119,0.21,0.706,0.084,-0.8119,0.21,0.706,0.084,-0.8119,0.21,0.706,0.084,-0.8119
choni should get back together now. please and thank you,False,en,26,1,2021-02-26 15:07:11,1365317492701360131,"['choni', 'get', 'back', 'together', 'please', 'thank']",choni get back together please thank,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859
RT @heyheyandre_art: new drawing of #choni!! @VanessaMorgan and @madelainepetsch as Moana and Ariel 🧡 @CW_Riverdale https://t.co/9Vdtd8LlDY,False,en,0,62,2021-02-26 15:03:04,1365316456284450825,"['new', 'drawing', 'choni', 'moana', 'ariel']",new drawing choni moana ariel,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @robynchoni: i want adult choni to brush hands accidentally and get all embarrassed after. IS THAT TOO MUCH TO ASK,False,en,0,11,2021-02-26 14:55:47,1365314624250400769,"['want', 'adult', 'choni', 'brush', 'hands', 'accidentally', 'get', 'embarrassed', 'much', 'ask']",want adult choni brush hands accidentally get embarrassed much ask,0.211,0.733,0.056,-0.5574,0.211,0.733,0.056,-0.5574,0.211,0.733,0.056,-0.5574,0.211,0.733,0.056,-0.5574,0.211,0.733,0.056,-0.5574
RT @augustbarchie: me trying to care about the other couples in rvd besides choni and barchie  https://t.co/EfsWAaYG7f,False,en,0,1,2021-02-26 14:53:23,1365314019679227906,"['trying', 'care', 'couples', 'rvd', 'besides', 'choni', 'barchie']",trying care couples rvd besides choni barchie,0.0,0.833,0.167,0.4939,0.0,0.833,0.167,0.4939,0.0,0.833,0.167,0.4939,0.0,0.833,0.167,0.4939,0.0,0.833,0.167,0.4939
@choni_re @ab123_567 What’s their name?,False,en,0,0,2021-02-26 14:47:06,1365312441329078277,['name'],name,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"@tonistopazz omg i didn't know she has a choni au, thanks for bringing it to life again",False,en,0,0,2021-02-26 14:43:29,1365311529004974089,"['omg', 'know', 'choni', 'au', 'thanks', 'bringing', 'life']",omg know choni au thanks bringing life,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404
@ab123_567 one of the people i follow on instagrams stories,False,en,0,0,2021-02-26 14:33:23,1365308987269349380,"['one', 'people', 'follow', 'instagrams', 'stories']",one people follow instagrams stories,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"for once no outside source is preventing choni from being together, it’s only cheryl still thinking she’s not good enough and thinking she’s cursed... I just want cheryl to realize that toni loves her so much and that toni knows cheryl’s not cursed",False,en,0,0,2021-02-26 14:31:29,1365308508439207936,"['outside', 'source', 'preventing', 'choni', 'together', 'cheryl', 'still', 'thinking', 'good', 'enough', 'thinking', 'cursed', 'want', 'cheryl', 'realize', 'toni', 'loves', 'much', 'toni', 'knows', 'cheryl', 'cursed']",outside source preventing choni together cheryl still thinking good enough thinking cursed want cheryl realize toni loves much toni knows cheryl cursed,0.12,0.776,0.105,0.0757,0.12,0.776,0.105,0.0757,0.12,0.776,0.105,0.0757,0.12,0.776,0.105,0.0757,0.12,0.776,0.105,0.0757
RT @tonistopazz: when choni serve this   https://t.co/zwSzr4yYR7,False,en,0,1,2021-02-26 14:28:36,1365307785701900289,"['choni', 'serve']",choni serve,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @JuliDG: Thats exactly what I think! Before the time jump I was only here for #Choni bc bh and va were boring to me. But now! #Barchie i…,True,en,0,10,2021-02-26 14:23:46,1365306565809631236,"['thats', 'exactly', 'think', 'time', 'jump', 'choni', 'bc', 'bh', 'va', 'boring', 'barchie']",thats exactly think time jump choni bc bh va boring barchie,0.1,0.9,0.0,-0.4374,0.1,0.9,0.0,-0.4374,0.1,0.9,0.0,-0.4374,0.1,0.9,0.0,-0.4374,0.1,0.9,0.0,-0.4374
RT @ruephoriia: #CHONI: i remember it all too well. https://t.co/8VnT1gvgGq,False,en,0,34,2021-02-26 14:19:48,1365305568324321281,"['choni', 'remember', 'well']",choni remember well,0.0,0.792,0.208,0.2732,0.0,0.792,0.208,0.2732,0.0,0.792,0.208,0.2732,0.0,0.792,0.208,0.2732,0.0,0.792,0.208,0.2732
"RT @robynchoni: i say this everytime theres a new choni scene, but i’m so grateful for mads and vanessa’s chemistry. the fact that they can…",False,en,0,11,2021-02-26 14:15:30,1365304488903532556,"['say', 'everytime', 'theres', 'new', 'choni', 'scene', 'grateful', 'mads', 'vanessa', 'chemistry', 'fact']",say everytime theres new choni scene grateful mads vanessa chemistry fact,0.0,0.806,0.194,0.743,0.0,0.806,0.194,0.743,0.0,0.806,0.194,0.743,0.0,0.806,0.194,0.743,0.0,0.806,0.194,0.743
@eduardoalbalad3 @67emi By Peter Griffin ☝😍,False,en,2,0,2021-02-26 14:13:28,1365303974228881412,"['peter', 'griffin']",peter griffin,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @xoxo_barchie: We are really getting the best tropes for our best ships 

Choni = Enemies to lovers 
Barchie= Fwbs to lovers 

I'm such…",False,en,0,3,2021-02-26 14:12:32,1365303742472589312,"['really', 'getting', 'best', 'tropes', 'best', 'ships', 'choni', 'enemies', 'lovers', 'barchie', 'fwbs', 'lovers']",really getting best tropes best ships choni enemies lovers barchie fwbs lovers,0.087,0.487,0.426,0.9264,0.087,0.487,0.426,0.9264,0.087,0.487,0.426,0.9264,0.087,0.487,0.426,0.9264,0.087,0.487,0.426,0.9264
"RT @robynchoni: barchie got casual kisses that weren’t just pecks and they’ve been fwb for all of two minutes... 

choni have never had a c…",False,en,0,4,2021-02-26 14:11:12,1365303405271515139,"['barchie', 'got', 'casual', 'kisses', 'pecks', 'fwb', 'two', 'minutes', 'choni', 'never', 'c']",barchie got casual kisses pecks fwb two minutes choni never c,0.0,0.709,0.291,0.8225,0.0,0.709,0.291,0.8225,0.0,0.709,0.291,0.8225,0.0,0.709,0.291,0.8225,0.0,0.709,0.291,0.8225
"Is this Minerva @ the ""key party""?!?! The heck she doin there??? Still in pain from the choni tension and suddenly she there?!?! :(( this def. a key party tho, look @ cheryl holding a fish bowl! https://t.co/obfXIjaVjQ",False,en,2,0,2021-02-26 14:09:26,1365302961392345089,"['minerva', 'key', 'party', 'heck', 'doin', 'still', 'pain', 'choni', 'tension', 'suddenly', 'def', 'key', 'party', 'tho', 'look', 'cheryl', 'holding', 'fish', 'bowl']",minerva key party heck doin still pain choni tension suddenly def key party tho look cheryl holding fish bowl,0.187,0.748,0.065,-0.7208,0.187,0.748,0.065,-0.7208,0.187,0.748,0.065,-0.7208,0.187,0.748,0.065,-0.7208,0.187,0.748,0.065,-0.7208
Today don’t feel like a Friday not gonna lie...,False,en,0,0,2021-02-26 14:05:17,1365301915781840901,"['today', 'feel', 'like', 'friday', 'gonna', 'lie']",today feel like friday gonna lie,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
@FEATHERFlNGERS @dykespeon And they attack anyone who tries to respectfully explain why they see differently. Or insult and attack anyone who doesn’t agree with said ‘fandom leader’,False,en,1,0,2021-02-26 14:02:01,1365301095866728449,"['attack', 'anyone', 'tries', 'respectfully', 'explain', 'see', 'differently', 'insult', 'attack', 'anyone', 'agree', 'said', 'fandom', 'leader']",attack anyone tries respectfully explain see differently insult attack anyone agree said fandom leader,0.259,0.599,0.142,-0.6486,0.259,0.599,0.142,-0.6486,0.259,0.599,0.142,-0.6486,0.259,0.599,0.142,-0.6486,0.259,0.599,0.142,-0.6486
RT @chonibIossom: toni’s master-plan yup https://t.co/8pVC0m1n74,False,en,0,43,2021-02-26 13:57:21,1365299921168068609,"['toni', 'master', 'plan', 'yup']",toni master plan yup,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"how similar are we? (stolen from @moonliqtyjess )

+10% has a twin 
+10% curly hair
+10% left handed 
+10% dogs&gt;cats
+10% ships bughead ,choni, or varchie 
+10% dark brown eyes
+10% hufflepuff
+10% can't live without music 
+10% a libra
+10% bad sleep schedule",False,en,3,0,2021-02-26 13:53:41,1365298996965736451,"['similar', 'stolen', '10', 'twin', '10', 'curly', 'hair', '10', 'left', 'handed', '10', 'dogs', 'gt', 'cats', '10', 'ships', 'bughead', 'choni', 'varchie', '10', 'dark', 'brown', 'eyes', '10', 'hufflepuff', '10', 'live', 'without', 'music', '10', 'libra', '10', 'bad', 'sleep', 'schedule']",similar stolen 10 twin 10 curly hair 10 left handed 10 dogs gt cats 10 ships bughead choni varchie 10 dark brown eyes 10 hufflepuff 10 live without music 10 libra 10 bad sleep schedule,0.08,0.92,0.0,-0.5423,0.08,0.92,0.0,-0.5423,0.08,0.92,0.0,-0.5423,0.08,0.92,0.0,-0.5423,0.08,0.92,0.0,-0.5423
i need ig oomfs to stop asking me where certain cheryl or choni scenes are like bestie i know where every single scene is please dont make me show u how mentally ill i am😭,False,en,4,0,2021-02-26 13:50:35,1365298215994744835,"['need', 'ig', 'oomfs', 'stop', 'asking', 'certain', 'cheryl', 'choni', 'scenes', 'like', 'bestie', 'know', 'every', 'single', 'scene', 'please', 'dont', 'make', 'show', 'u', 'mentally', 'ill']",need ig oomfs stop asking certain cheryl choni scenes like bestie know every single scene please dont make show u mentally ill,0.132,0.686,0.182,0.2263,0.132,0.686,0.182,0.2263,0.132,0.686,0.182,0.2263,0.132,0.686,0.182,0.2263,0.132,0.686,0.182,0.2263
When choni does this &gt;&gt;&gt;&gt; https://t.co/OOGEn5gWMq,True,en,10,0,2021-02-26 13:44:37,1365296714698149889,"['choni', 'gt', 'gt', 'gt', 'gt']",choni gt gt gt gt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @rcnnnie: I'm sorry but barchie got two sex scenes during two episodes in a row, whereas choni only got one sex scene during all 3 seaso…",False,en,0,1,2021-02-26 13:43:44,1365296490810327044,"['sorry', 'barchie', 'got', 'two', 'sex', 'scenes', 'two', 'episodes', 'row', 'whereas', 'choni', 'got', 'one', 'sex', 'scene', '3', 'seaso']",sorry barchie got two sex scenes two episodes row whereas choni got one sex scene 3 seaso,0.046,0.954,0.0,-0.0387,0.046,0.954,0.0,-0.0387,0.046,0.954,0.0,-0.0387,0.046,0.954,0.0,-0.0387,0.046,0.954,0.0,-0.0387
RT @robynchoni: wow. choni really are going to be endgame,False,en,0,2,2021-02-26 13:35:13,1365294348460523527,"['wow', 'choni', 'really', 'going', 'endgame']",wow choni really going endgame,0.0,0.703,0.297,0.5859,0.0,0.703,0.297,0.5859,0.0,0.703,0.297,0.5859,0.0,0.703,0.297,0.5859,0.0,0.703,0.297,0.5859
@rosslaurs did you listen to hEreS tO roNniE anD arChiE anD bETTy anD juGHEaD anD cHoni AnD rEggiE aNd mE 🤪,False,en,0,0,2021-02-26 13:29:16,1365292853908414473,"['listen', 'heres', 'ronnie', 'archie', 'betty', 'jughead', 'choni', 'reggie']",listen heres ronnie archie betty jughead choni reggie,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@madelainepetsch acting - when she just gets a tear to run down her face so elegantly 👸🏼 #cherylblossom #choni https://t.co/tWeBwX60AW,False,en,3,0,2021-02-26 13:19:55,1365290499146448897,"['acting', 'gets', 'tear', 'run', 'face', 'elegantly', 'cherylblossom', 'choni']",acting gets tear run face elegantly cherylblossom choni,0.0,0.82,0.18,0.5777,0.0,0.82,0.18,0.5777,0.0,0.82,0.18,0.5777,0.0,0.82,0.18,0.5777,0.0,0.82,0.18,0.5777
@choniserpents this is why we hate bugheads,False,en,0,0,2021-02-26 13:11:14,1365288312274116608,"['hate', 'bugheads']",hate bugheads,0.381,0.619,0.0,-0.5719,0.381,0.619,0.0,-0.5719,0.381,0.619,0.0,-0.5719,0.381,0.619,0.0,-0.5719,0.381,0.619,0.0,-0.5719
why no one is talkin about kevin crying on veronica's shallow??? so cuuuuute i love this guy #Riverdale #Barchie #Kangs #Choni,False,en,4,0,2021-02-26 13:08:12,1365287549179228160,"['one', 'talkin', 'kevin', 'crying', 'veronica', 'shallow', 'cuuuuute', 'love', 'guy', 'riverdale', 'barchie', 'kangs', 'choni']",one talkin kevin crying veronica shallow cuuuuute love guy riverdale barchie kangs choni,0.214,0.622,0.164,0.1824,0.214,0.622,0.164,0.1824,0.214,0.622,0.164,0.1824,0.214,0.622,0.164,0.1824,0.214,0.622,0.164,0.1824
"not ready for season 5 huhuhu :((

#Riverdale
#Choni",False,en,0,0,2021-02-26 12:27:19,1365277263843876868,"['ready', 'season', '5', 'huhuhu', 'riverdale', 'choni']",ready season 5 huhuhu riverdale choni,0.232,0.768,0.0,-0.2755,0.232,0.768,0.0,-0.2755,0.232,0.768,0.0,-0.2755,0.232,0.768,0.0,-0.2755,0.232,0.768,0.0,-0.2755
I always loved (because of Choni) and hated Riverdale at the same time. Now I just freaking love it because Vanessa Morgan owns this show,False,en,7,0,2021-02-26 12:09:22,1365272744917630976,"['always', 'loved', 'choni', 'hated', 'riverdale', 'time', 'freaking', 'love', 'vanessa', 'morgan', 'owns', 'show']",always loved choni hated riverdale time freaking love vanessa morgan owns show,0.205,0.557,0.238,0.2732,0.205,0.557,0.238,0.2732,0.205,0.557,0.238,0.2732,0.205,0.557,0.238,0.2732,0.205,0.557,0.238,0.2732
@luvmymyoui CAN U TELL ME WHATS HAPPENING WOTH CHONI😁,False,en,1,0,2021-02-26 12:06:38,1365272058503045127,"['u', 'tell', 'whats', 'happening', 'woth', 'choni']",u tell whats happening woth choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"the thought of a Choni wedding honestly brings me such peace, it would be so beautiful and they deserve it so much 🥺",False,en,34,5,2021-02-26 11:56:23,1365269479215800323,"['thought', 'choni', 'wedding', 'honestly', 'brings', 'peace', 'would', 'beautiful', 'deserve', 'much']",thought choni wedding honestly brings peace would beautiful deserve much,0.0,0.61,0.39,0.9098,0.0,0.61,0.39,0.9098,0.0,0.61,0.39,0.9098,0.0,0.61,0.39,0.9098,0.0,0.61,0.39,0.9098
RT @adorestefania: The sexual tension in this scene was off the charts 🔥  #choni https://t.co/vwPSjKI3qU,False,en,0,2,2021-02-26 11:42:06,1365265881945825282,"['sexual', 'tension', 'scene', 'charts', 'choni']",sexual tension scene charts choni,0.15,0.85,0.0,-0.3182,0.15,0.85,0.0,-0.3182,0.15,0.85,0.0,-0.3182,0.15,0.85,0.0,-0.3182,0.15,0.85,0.0,-0.3182
choni recreate this challenge https://t.co/BLUDUTbkaJ,False,en,24,1,2021-02-26 11:35:19,1365264176415989766,"['choni', 'recreate', 'challenge']",choni recreate challenge,0.0,0.744,0.256,0.0964,0.0,0.744,0.256,0.0964,0.0,0.744,0.256,0.0964,0.0,0.744,0.256,0.0964,0.0,0.744,0.256,0.0964
RT @chonisational: Will i ever get a soulmate who loves me as much as choni love each other?,False,en,0,6,2021-02-26 11:27:10,1365262125929803776,"['ever', 'get', 'soulmate', 'loves', 'much', 'choni', 'love']",ever get soulmate loves much choni love,0.0,0.524,0.476,0.9153,0.0,0.524,0.476,0.9153,0.0,0.524,0.476,0.9153,0.0,0.524,0.476,0.9153,0.0,0.524,0.476,0.9153
"@blossom_choni @dykespeon I agree completely, but I’m not sure if it’s a new thing that’s popped up, or if it was always there and I was just a naïve kid in the past. Either way it’s really disappointing to see, especially when so many of the fans are kids who naturally latch onto the “popular opinion” :C",False,en,4,0,2021-02-26 11:17:09,1365259603747962880,"['agree', 'completely', 'sure', 'new', 'thing', 'popped', 'always', 'na', 'kid', 'past', 'either', 'way', 'really', 'disappointing', 'see', 'especially', 'many', 'fans', 'kids', 'naturally', 'latch', 'onto', 'popular', 'opinion', 'c']",agree completely sure new thing popped always na kid past either way really disappointing see especially many fans kids naturally latch onto popular opinion c,0.197,0.776,0.028,-0.9133,0.197,0.776,0.028,-0.9133,0.197,0.776,0.028,-0.9133,0.197,0.776,0.028,-0.9133,0.197,0.776,0.028,-0.9133
All thinking that we would not see much of Toni because of the pregnancy and the one who barely comes out is Cheryl🍒!😭 in episode 6 luckily we have more content🥺❤️ #Riverdale #RiverdaleSeason5 #riverdale5 #choni https://t.co/TM8PQg2Qot,False,en,2,0,2021-02-26 11:11:01,1365258062068658179,"['thinking', 'would', 'see', 'much', 'toni', 'pregnancy', 'one', 'barely', 'comes', 'cheryl', 'episode', '6', 'luckily', 'content', 'riverdale', 'riverdaleseason5', 'riverdale5', 'choni']",thinking would see much toni pregnancy one barely comes cheryl episode 6 luckily content riverdale riverdaleseason5 riverdale5 choni,0.0,0.904,0.096,0.5562,0.0,0.904,0.096,0.5562,0.0,0.904,0.096,0.5562,0.0,0.904,0.096,0.5562,0.0,0.904,0.096,0.5562
Choni for sure https://t.co/3O8EBK7dMr,True,en,0,0,2021-02-26 11:06:13,1365256853576429573,"['choni', 'sure']",choni sure,0.0,0.566,0.434,0.3182,0.0,0.566,0.434,0.3182,0.0,0.566,0.434,0.3182,0.0,0.566,0.434,0.3182,0.0,0.566,0.434,0.3182
when choni serve this   https://t.co/zwSzr4yYR7,False,en,4,1,2021-02-26 10:45:32,1365251645647552516,"['choni', 'serve']",choni serve,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
(I ship choni obvi haha),False,en,0,0,2021-02-26 10:26:51,1365246946219294720,"['ship', 'choni', 'obvi', 'haha']",ship choni obvi haha,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @VanessaMorgan: choni’s baby 😂 https://t.co/rj63Ci6ElI,False,en,0,1149,2021-02-26 10:12:58,1365243449495150594,"['choni', 'baby']",choni baby,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@fansplain I do not know. I think part of us is waiting for bughead and choni to come together,False,en,1,0,2021-02-26 10:07:24,1365242052351586308,"['know', 'think', 'part', 'us', 'waiting', 'bughead', 'choni', 'come', 'together']",know think part us waiting bughead choni come together,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Roberto Aguirre-Sacasa teases the upcoming developments for Toni and Cheryl after the time jump! #Riverdale #RiverdaleSeason5 #Choni #news https://t.co/259oAtcHPZ,False,en,1,1,2021-02-26 10:00:59,1365240435418034176,"['roberto', 'aguirre', 'sacasa', 'teases', 'upcoming', 'developments', 'toni', 'cheryl', 'time', 'jump', 'riverdale', 'riverdaleseason5', 'choni', 'news']",roberto aguirre sacasa teases upcoming developments toni cheryl time jump riverdale riverdaleseason5 choni news,0.122,0.878,0.0,-0.3595,0.122,0.878,0.0,-0.3595,0.122,0.878,0.0,-0.3595,0.122,0.878,0.0,-0.3595,0.122,0.878,0.0,-0.3595
RT @antcinettetopaz: toni’s apartment is so cute i can’t wait to have for choni to have a scene here https://t.co/sqKD53P35d,False,en,0,12,2021-02-26 09:56:16,1365239250682327048,"['toni', 'apartment', 'cute', 'wait', 'choni', 'scene']",toni apartment cute wait choni scene,0.0,0.815,0.185,0.5949,0.0,0.815,0.185,0.5949,0.0,0.815,0.185,0.5949,0.0,0.815,0.185,0.5949,0.0,0.815,0.185,0.5949
@andrcwsbctty Excuse me Choni is toxic toxic this could only be from a bh,False,en,1,0,2021-02-26 09:38:19,1365234730787102721,"['excuse', 'choni', 'toxic', 'toxic', 'could', 'bh']",excuse choni toxic toxic could bh,0.0,0.902,0.098,0.0772,0.0,0.902,0.098,0.0772,0.0,0.902,0.098,0.0772,0.0,0.902,0.098,0.0772,0.0,0.902,0.098,0.0772
