tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,processed_text,cleaned_tweets,neg,neu,pos
BUGHEAD ENDGAME COMING JULY 7TH ONLY ON THE CW,False,en,51,3,2021-02-24 19:21:56,1364656828357824518,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'endgame', 'coming', 'july', '7th', 'cw']",bughead endgame coming july 7th only on the cw,0.11,0.00,0.89
they weren't lying when they said bughead was gonna be a slowburn😭,False,en,2,0,2021-02-24 19:21:11,1364656637340958728,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.4168}","['lying', 'said', 'bughead', 'gonna', 'slowburn']",they weren't lying when they said bughead was gonna be a slowburn:loudly crying face:,0.00,0.00,1.00
he crying because he wants bughead and varchie back just as much as us https://t.co/9NUh5oIGBz,False,en,36,3,2021-02-24 19:20:59,1364656587135193089,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}","['crying', 'wants', 'bughead', 'varchie', 'back', 'much', 'us']",he crying because he wants bughead and varchie back just as much as us ,0.00,0.00,1.00
@bugheadblossom we are already suffering from a bughead SLOWWWW burn and now A HIATUS?,False,en,0,0,2021-02-24 19:20:45,1364656529136230400,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}","['already', 'suffering', 'bughead', 'slowwww', 'burn', 'hiatus']", we are already suffering from a bughead slo burn and now a hiatus?,0.00,0.00,1.00
NOOO I WANT MY BUGHEAD BACKK I DONT WANT TO WAITT,False,en,3,0,2021-02-24 19:19:16,1364656158359904263,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.1531}","['nooo', 'want', 'bughead', 'backk', 'dont', 'want', 'waitt']",nooo i want my bughead backk i dont want to waitt,0.00,0.00,1.00
@barbuckss Me rompieron a BUGHEAD 💔,False,en,0,0,2021-02-24 19:17:42,1364655762065227781,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['rompieron', 'bughead']", me rompieron a bughead :broken heart:,0.00,0.00,1.00
yall werent kidding abt the bughead slowburn https://t.co/WOaDTSVGAM,True,en,0,0,2021-02-24 19:10:12,1364653876163596295,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.0762}","['yall', 'werent', 'kidding', 'abt', 'bughead', 'slowburn']",yall werent kidding abt the bughead slowburn ,0.00,0.00,1.00
"@imaginebarchie I love Bughead, but tbh Barchie is growing on me. I don’t see too much of a romantic connection (yet), but the connection they do have is pretty 🔥spicy🔥, and I’m here for it",False,en,2,0,2021-02-24 19:02:09,1364651850297970691,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.91}","['love', 'bughead', 'tbh', 'barchie', 'growing', 'see', 'much', 'romantic', 'connection', 'yet', 'connection', 'pretty', 'spicy']"," i love bughead, but tbh barchie is growing on me. i don’t see too much of a romantic connection (yet), but the connection they do have is pretty :fire:spicy:fire:, and i’m here for it",0.03,0.00,0.97
RT @snakeslov: bughead endgame a: https://t.co/5HCcQiM7aA,False,en,0,1,2021-02-24 19:01:51,1364651774544642052,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'endgame']",rt : bughead endgame a: ,0.33,0.00,0.67
RT @slowburnsftw: oh thank you sprousehart/bughead for those 4 epis you granted us 💜,True,en,0,2,2021-02-24 19:00:00,1364651308498776066,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5423}","['oh', 'thank', 'sprousehart', 'bughead', '4', 'epis', 'granted', 'us']",rt : oh thank you sprousehart/bughead for those 4 epis you granted us :purple heart:,0.00,0.00,1.00
"Roberto and the writers made Bughead/Varchie the foundation of the show in season 1 and continued with it through the first 4 seasons. 

I understand that they want to shake things up sometimes and explore other things but without that ship foundation Riverdale is unenjoyable. 🙇‍♀️",False,en,5,0,2021-02-24 18:59:32,1364651191544606720,"{'neg': 0.031, 'neu': 0.943, 'pos': 0.026, 'compound': -0.0516}","['roberto', 'writers', 'made', 'bughead', 'varchie', 'foundation', 'show', 'season', '1', 'continued', 'first', '4', 'seasons', 'understand', 'want', 'shake', 'things', 'sometimes', 'explore', 'things', 'without', 'ship', 'foundation', 'riverdale', 'unenjoyable']","roberto and the writers made bughead/varchie the foundation of the show in season 1 and continued with it through the first 4 seasons. 

i understand that they want to shake things up sometimes and explore other things but without that ship foundation riverdale is unenjoyable. :woman bowing:",0.00,0.00,1.00
some bughead/barchie shippers are toxic yikes-,False,en,0,0,2021-02-24 18:59:27,1364651171441426432,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'barchie', 'shippers', 'toxic', 'yikes']",some bughead/barchie shippers are toxic yikes-,0.00,0.00,1.00
harry escreveu two ghosts pra bughead,False,en,1,0,2021-02-24 18:58:28,1364650920303329280,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['harry', 'escreveu', 'two', 'ghosts', 'pra', 'bughead']",harry escreveu two ghosts pra bughead,0.00,0.00,1.00
BUGHEAD ARE BONES JUP JUP,False,en,0,0,2021-02-24 18:57:56,1364650788467970050,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'bones', 'jup', 'jup']",bughead are bones jup jup,0.00,0.00,1.00
"the way bughead isn't getting any content, lmao.",False,en,0,0,2021-02-24 18:56:52,1364650519940108289,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}","['way', 'bughead', 'getting', 'content', 'lmao']","the way bughead isn't getting any content, lmao.",0.00,0.00,1.00
RT @bugheadblossom: LOOK NEW BUGHEAD https://t.co/0k9hZDs243,False,en,0,1,2021-02-24 18:56:50,1364650509819277312,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['look', 'new', 'bughead']",rt : look new bughead ,0.00,0.00,1.00
LOOK NEW BUGHEAD https://t.co/0k9hZDs243,False,en,6,1,2021-02-24 18:55:57,1364650288209154051,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['look', 'new', 'bughead']",look new bughead ,0.00,0.00,1.00
i need bughead too 🥺 https://t.co/F7JUf0eULe,False,en,9,0,2021-02-24 18:55:01,1364650053676187651,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'bughead']",i need bughead too :pleading face: ,0.00,0.00,1.00
I FOUND NEW BUGHEAD,False,en,4,0,2021-02-24 18:54:51,1364650013964574724,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['found', 'new', 'bughead']",i found new bughead,0.00,0.00,1.00
@KARLSlMP 🥺😩🙏💖💞💗💓💓 hello cello river dale fan!!🥰🥺🥺🥺 I ❤️ bughead /s,False,en,1,0,2021-02-24 18:54:35,1364649944372695042,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['hello', 'cello', 'river', 'dale', 'fan', 'bughead']", :pleading face::weary face::folded hands::sparkling heart::revolving hearts::growing heart::beating heart::beating heart: hello cello river dale fan!!:smiling face with hearts::pleading face::pleading face::pleading face: i :red heart: bughead /s,0.00,0.00,1.00
OMG NEW BUGHEAD,False,en,3,0,2021-02-24 18:54:28,1364649917214580744,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['omg', 'new', 'bughead']",omg new bughead,0.00,0.00,1.00
where's bughead?,False,en,12,1,2021-02-24 18:53:15,1364649609541390337,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'],where's bughead?,0.00,0.00,1.00
"RT @Jasonsgun: “Bughead isn’t interacting “

Y’all: they aren’t interesting rn 

Not shit Sherlock",False,en,0,1,2021-02-24 18:52:32,1364649428343132161,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6832}","['bughead', 'interacting', 'interesting', 'rn', 'shit', 'sherlock']","rt : “bughead isn’t interacting “

y’all: they aren’t interesting rn 

not shit sherlock",0.00,0.00,1.00
"@Deckerstar_6666 If you ever feel like reading a Bughead fanfic more about the comic characters than Riverdale’s (the series), this one is a sure winner.

https://t.co/YUcY1FSZNR",False,en,3,0,2021-02-24 18:51:24,1364649142132367361,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8225}","['ever', 'feel', 'like', 'reading', 'bughead', 'fanfic', 'comic', 'characters', 'riverdale', 'series', 'one', 'sure', 'winner']"," 6666 if you ever feel like reading a bughead fanfic more about the comic characters than riverdale’s (the series), this one is a sure winner.

",0.04,0.00,0.96
can bughead,False,en,8,1,2021-02-24 18:50:51,1364649007381762048,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'],can bughead,0.00,0.00,1.00
@BrianEPaterson and bughead? 🥺,False,en,0,0,2021-02-24 18:49:58,1364648784442126336,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], and bughead? :pleading face:,0.00,0.00,1.00
@itsreinhartt Lmao varchie fans exist they all are bughead,False,en,0,0,2021-02-24 18:48:07,1364648315900489728,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5994}","['lmao', 'varchie', 'fans', 'exist', 'bughead']", lmao varchie fans exist they all are bughead,0.00,0.00,1.00
RT @thebestpeoplei: COLE SPROUSE,False,en,0,170,2021-02-24 18:47:02,1364648044885606407,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['cole', 'sprouse']",rt : cole sprouse,0.00,0.00,1.00
I can’t wait for all the emotions between Bughead to explode. That’s the day I’m living for.,False,en,8,0,2021-02-24 18:46:39,1364647947229618183,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['wait', 'emotions', 'bughead', 'explode', 'day', 'living']",i can’t wait for all the emotions between bughead to explode. that’s the day i’m living for.,0.00,0.00,1.00
my timeline already goes crazy for one interaction with bughead imagine the comeback? i’ll scream,False,en,0,0,2021-02-24 18:45:11,1364647579301023745,"{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.6249}","['timeline', 'already', 'goes', 'crazy', 'one', 'interaction', 'bughead', 'imagine', 'comeback', 'scream']",my timeline already goes crazy for one interaction with bughead imagine the comeback? i’ll scream,0.00,0.00,1.00
"I love the ex’s to lovers concept. I think it will be so amazing to finally see bughead, varchie, and choni to get back eventually in the season because we know they’re endgame. https://t.co/92xCN6RHhr",True,en,1,0,2021-02-24 18:44:57,1364647520157249538,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.9255}","['love', 'ex', 'lovers', 'concept', 'think', 'amazing', 'finally', 'see', 'bughead', 'varchie', 'choni', 'get', 'back', 'eventually', 'season', 'know', 'endgame']","i love the ex’s to lovers concept. i think it will be so amazing to finally see bughead, varchie, and choni to get back eventually in the season because we know they’re endgame. ",0.09,0.00,0.91
i swear if i see bughead using this to make archie out to be the villain will annoy me because both betty and jughead have done it multiple times and for worse circumstances so they can’t talk,False,en,23,0,2021-02-24 18:44:48,1364647484241371136,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.8689}","['swear', 'see', 'bughead', 'using', 'make', 'archie', 'villain', 'annoy', 'betty', 'jughead', 'done', 'multiple', 'times', 'worse', 'circumstances', 'talk']",i swear if i see bughead using this to make archie out to be the villain will annoy me because both betty and jughead have done it multiple times and for worse circumstances so they can’t talk,0.00,0.00,1.00
when bughead makes a comeback my timeline is going to explode and i will too,False,en,2,0,2021-02-24 18:44:13,1364647336882761734,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'makes', 'comeback', 'timeline', 'going', 'explode']",when bughead makes a comeback my timeline is going to explode and i will too,0.00,0.00,1.00
They have really erase Bughead of the show completely 🤦‍♂️,False,en,6,0,2021-02-24 18:41:06,1364646552749420552,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['really', 'erase', 'bughead', 'show', 'completely']",they have really erase bughead of the show completely :man facepalming:,0.00,0.00,1.00
@daisukeshoe Be the Jughead Jones to my Betty Cooper let's be bughead together,False,en,1,0,2021-02-24 18:40:48,1364646475100164098,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jughead', 'jones', 'betty', 'cooper', 'let', 'bughead', 'together']", be the jughead jones to my betty cooper let's be bughead together,0.00,0.00,1.00
@BugheadUpdates Has anyone seen them? I heard bughead went missing- we HAVE to find them,False,en,4,0,2021-02-24 18:40:09,1364646312902336512,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}","['anyone', 'seen', 'heard', 'bughead', 'went', 'missing', 'find']", has anyone seen them? i heard bughead went missing- we have to find them,0.00,0.00,1.00
every riverdale sneak peak comment section on youtube is just barchie vs varchie vs bughead,False,en,2,0,2021-02-24 18:39:24,1364646124972294145,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['every', 'riverdale', 'sneak', 'peak', 'comment', 'section', 'youtube', 'barchie', 'vs', 'varchie', 'vs', 'bughead']",every riverdale sneak peak comment section on youtube is just barchie vs varchie vs bughead,0.00,0.00,1.00
gemma hates betty but wants bughead endgame https://t.co/KHvJJxA3MC,True,en,16,0,2021-02-24 18:39:05,1364646045033070592,"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.2382}","['gemma', 'hates', 'betty', 'wants', 'bughead', 'endgame']",gemma hates betty but wants bughead endgame ,0.14,0.14,0.71
@sonicdrivein hello,False,en,0,0,2021-02-24 18:35:38,1364645177516769284,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['hello'], hello,0.00,0.00,1.00
RT @itslilicole: ‘will it fall apart’ mhm yes pls https://t.co/N0PGlkjgcD,False,en,0,17,2021-02-24 18:33:24,1364644613663907840,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}","['fall', 'apart', 'mhm', 'yes', 'pls']",rt : ‘will it fall apart’ mhm yes pls ,0.00,0.00,1.00
can we get bughead backk,False,en,3,0,2021-02-24 18:33:02,1364644522727268363,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['get', 'bughead', 'backk']",can we get bughead backk,0.00,0.00,1.00
"Betty and Veronica have clearly forgotten that Jughead and Archie are their exes. 

#bughead #varchie #riverdale https://t.co/R3HEjcFvem",False,en,84,9,2021-02-24 18:32:24,1364644363805089797,"{'neg': 0.097, 'neu': 0.765, 'pos': 0.138, 'compound': 0.2023}","['betty', 'veronica', 'clearly', 'forgotten', 'jughead', 'archie', 'exes', 'bughead', 'varchie', 'riverdale']","betty and veronica have clearly forgotten that jughead and archie are their exes. 

bughead varchie riverdale ",0.00,0.00,1.00
"SAME!!!!
#bughead 
#BUGHEADENDGAME https://t.co/Gb4l4Y7JmX",True,en,4,0,2021-02-24 18:27:36,1364643153639206912,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'bugheadendgame']","same!!!!
bughead 
bugheadendgame ",0.33,0.00,0.67
i am not patient person but for Bughead i will be. https://t.co/CE2LTS4HmS,False,en,304,48,2021-02-24 18:25:58,1364642741477658629,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['patient', 'person', 'bughead']",i am not patient person but for bughead i will be. ,0.00,0.00,1.00
"“Bughead isn’t interacting “

Y’all: they aren’t interesting rn 

Not shit Sherlock",False,en,21,1,2021-02-24 18:25:34,1364642643825872898,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.6832}","['bughead', 'interacting', 'interesting', 'rn', 'shit', 'sherlock']","“bughead isn’t interacting “

y’all: they aren’t interesting rn 

not shit sherlock",0.00,0.00,1.00
@bugheadspov I'm still waiting with high hopes but in case they aren't I'm preparing myself for worse (I know it won't happen but just in case) Hope the Bughead reunion isn't that far 😢,False,en,3,0,2021-02-24 18:24:50,1364642457158320128,"{'neg': 0.104, 'neu': 0.752, 'pos': 0.144, 'compound': 0.1531}","['still', 'waiting', 'high', 'hopes', 'case', 'preparing', 'worse', 'know', 'happen', 'case', 'hope', 'bughead', 'reunion', 'far']", i'm still waiting with high hopes but in case they aren't i'm preparing myself for worse (i know it won't happen but just in case) hope the bughead reunion isn't that far :crying face:,0.00,0.00,1.00
WE NEED TO FIND BUGHEAD ASAP!!! https://t.co/5Joqdlpemy,True,en,2,0,2021-02-24 18:24:13,1364642304892407808,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'find', 'bughead', 'asap']",we need to find bughead asap!!! ,0.00,0.00,1.00
@bughartmarried Yeah it’s weird because varchie get stills and scenes together but Bughead get nothing 🤔 I wonder why they are trying to give as little Bughead as possible...,False,en,1,0,2021-02-24 18:22:59,1364641992140083202,"{'neg': 0.048, 'neu': 0.894, 'pos': 0.057, 'compound': 0.0644}","['yeah', 'weird', 'varchie', 'get', 'stills', 'scenes', 'together', 'bughead', 'get', 'nothing', 'wonder', 'trying', 'give', 'little', 'bughead', 'possible']", yeah it’s weird because varchie get stills and scenes together but bughead get nothing :thinking face: i wonder why they are trying to give as little bughead as possible...,0.00,0.04,0.96
varchie&gt;&gt;&gt;bughead,False,en,5,0,2021-02-24 18:18:48,1364640938379870216,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['varchie', 'gt', 'gt', 'gt', 'bughead']",varchie&gt;&gt;&gt;bughead,0.00,0.00,1.00
we have to be patient with bughead and I think episode 12 is going to be good for us,False,en,4,0,2021-02-24 18:18:23,1364640836663844870,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}","['patient', 'bughead', 'think', 'episode', '12', 'going', 'good', 'us']",we have to be patient with bughead and i think episode 12 is going to be good for us,0.05,0.00,0.95
@BrianEPaterson Varchie and Bughead exes to lovers,False,en,1,0,2021-02-24 18:17:44,1364640672960155656,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}","['varchie', 'bughead', 'exes', 'lovers']", varchie and bughead exes to lovers,0.17,0.00,0.83
@bughead_luvs Yep yep exactly,False,en,1,0,2021-02-24 18:17:38,1364640646741516288,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.5267}","['yep', 'yep', 'exactly']", luvs yep yep exactly,0.25,0.00,0.75
"bughead &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; barchie
https://t.co/iv0OZykY4O",False,en,0,0,2021-02-24 18:16:59,1364640481758576644,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'barchie']","bughead &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; barchie
",0.00,0.00,1.00
bughead bughead bughead,False,en,1,0,2021-02-24 18:15:06,1364640007261212674,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'bughead', 'bughead']",bughead bughead bughead,0.00,0.00,1.00
"RT @slowburnsftw: this lunatic varchie stan knows the ship rides on bughead, so the move is to blame lili. i have to laugh. https://t.co/6g…",True,en,0,2,2021-02-24 18:14:51,1364639943788789761,"{'neg': 0.207, 'neu': 0.672, 'pos': 0.121, 'compound': -0.3716}","['lunatic', 'varchie', 'stan', 'knows', 'ship', 'rides', 'bughead', 'move', 'blame', 'lili', 'laugh']","rt : this lunatic varchie stan knows the ship rides on bughead, so the move is to blame lili. i have to laugh. ",0.00,0.00,1.00
@bugheadspov that jughead centric episode with supposed flashbacks is gunna be huge for bughead i think,False,en,28,2,2021-02-24 18:14:29,1364639852428427265,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}","['jughead', 'centric', 'episode', 'supposed', 'flashbacks', 'gunna', 'huge', 'bughead', 'think']", that jughead centric episode with supposed flashbacks is gunna be huge for bughead i think,0.00,0.00,1.00
coles story— https://t.co/8YknoKttTk,False,en,0,0,2021-02-24 18:13:09,1364639517773352966,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['coles', 'story']",coles story— ,0.00,0.00,1.00
when we said bughead slowburn its really slowburnn like super slow,False,en,5,0,2021-02-24 18:12:13,1364639282347053056,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.7871}","['said', 'bughead', 'slowburn', 'really', 'slowburnn', 'like', 'super', 'slow']",when we said bughead slowburn its really slowburnn like super slow,0.09,0.00,0.91
oh thank you sprousehart/bughead for those 4 epis you granted us 💜 https://t.co/HwGPE5HR0k,True,en,61,2,2021-02-24 18:11:18,1364639052654276613,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.5423}","['oh', 'thank', 'sprousehart', 'bughead', '4', 'epis', 'granted', 'us']",oh thank you sprousehart/bughead for those 4 epis you granted us :purple heart: ,0.00,0.00,1.00
Someone tell me if we get any bughead tonight? Something? Anything? Crumbs?,False,en,1,0,2021-02-24 18:10:39,1364638889193914372,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['someone', 'tell', 'get', 'bughead', 'tonight', 'something', 'anything', 'crumbs']",someone tell me if we get any bughead tonight? something? anything? crumbs?,0.00,0.00,1.00
@bugheadspov This crap is horrible we have to suffer so much just to see bughead get back together,False,en,7,0,2021-02-24 18:10:37,1364638880922808328,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.8625}","['crap', 'horrible', 'suffer', 'much', 'see', 'bughead', 'get', 'back', 'together']", this crap is horrible we have to suffer so much just to see bughead get back together,0.00,0.00,1.00
they weren’t lying when they said bughead’s storyline is a slowburn this is going soooo slllooowwwww 😭 but i’m not complaining cause it’ll just explode one episode 😋,False,en,227,15,2021-02-24 18:09:30,1364638597853417478,"{'neg': 0.081, 'neu': 0.849, 'pos': 0.07, 'compound': -0.0803}","['lying', 'said', 'bughead', 'storyline', 'slowburn', 'going', 'soooo', 'slllooowwwww', 'complaining', 'cause', 'explode', 'one', 'episode']",they weren’t lying when they said bughead’s storyline is a slowburn this is going soooo slllooo :loudly crying face: but i’m not complaining cause it’ll just explode one episode :face savoring food:,0.00,0.00,1.00
the way varchie gives me more buzz than bughead rn https://t.co/K6Ypi0XlFS,True,en,5,0,2021-02-24 18:09:01,1364638479108472834,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['way', 'varchie', 'gives', 'buzz', 'bughead', 'rn']",the way varchie gives me more buzz than bughead rn ,0.00,0.00,1.00
"@jaceynaley if you stop watching riverdale until bh gets back together then its a win-win ! either no bughead and you’re free, or you get bughead",False,en,2,0,2021-02-24 18:08:34,1364638364427771908,"{'neg': 0.162, 'neu': 0.724, 'pos': 0.114, 'compound': -0.1007}","['stop', 'watching', 'riverdale', 'bh', 'gets', 'back', 'together', 'win', 'win', 'either', 'bughead', 'free', 'get', 'bughead']"," if you stop watching riverdale until bh gets back together then its a win-win ! either no bughead and you’re free, or you get bughead",0.00,0.00,1.00
i need something bughead ANYTHING i want my crumbs,False,en,3,0,2021-02-24 18:06:08,1364637752751456259,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}","['need', 'something', 'bughead', 'anything', 'want', 'crumbs']",i need something bughead anything i want my crumbs,0.00,0.00,1.00
"RT @colessmile1: I have a feeling that Varchie is gonna have a faster storyline leading to reconnection than Bughead. 

Bughead is gonna be…",False,en,0,1,2021-02-24 18:06:02,1364637726759215104,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.128}","['feeling', 'varchie', 'gonna', 'faster', 'storyline', 'leading', 'reconnection', 'bughead', 'bughead', 'gonna']","rt : i have a feeling that varchie is gonna have a faster storyline leading to reconnection than bughead. 

bughead is gonna be…",0.00,0.00,1.00
RT @glittereinhart: this season im varchie&gt;&gt;&gt;bughead for now,False,en,0,7,2021-02-24 18:06:01,1364637722455982086,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['season', 'im', 'varchie', 'gt', 'gt', 'gt', 'bughead']",rt : this season im varchie&gt;&gt;&gt;bughead for now,0.00,0.00,1.00
i think i’m more choni&gt;bughead for now,False,en,0,0,2021-02-24 18:05:51,1364637679112060929,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['think', 'choni', 'gt', 'bughead']",i think i’m more choni&gt;bughead for now,0.00,0.00,1.00
"@bugheadbebs this literally happened to me on a different account, i was just giving my opinion on ba and they told me to ""stfu"" at the end https://t.co/Cok2DeDxzu",False,en,1,0,2021-02-24 18:05:26,1364637575500201994,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.34}","['literally', 'happened', 'different', 'account', 'giving', 'opinion', 'ba', 'told', 'stfu', 'end']"," this literally happened to me on a different account, i was just giving my opinion on ba and they told me to ""stfu"" at the end ",0.00,0.00,1.00
bughead forever,False,en,0,0,2021-02-24 18:04:17,1364637285279408129,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'forever']",bughead forever,0.00,0.00,1.00
bughead search party it’s time to reconvene,False,en,95,6,2021-02-24 18:04:07,1364637243693027330,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}","['bughead', 'search', 'party', 'time', 'reconvene']",bughead search party it’s time to reconvene,0.00,0.00,1.00
"@naleybugheads but more varchie exes to lovers agenda, bughead is literally bones",False,en,0,0,2021-02-24 18:03:51,1364637179046199302,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.6808}","['varchie', 'exes', 'lovers', 'agenda', 'bughead', 'literally', 'bones']"," but more varchie exes to lovers agenda, bughead is literally bones",0.09,0.00,0.91
"@BrianEPaterson I like seeing how each individual character’s story is unfolding, but I am having serious Bughead withdrawal! Hope to see a reconnection soon!",False,en,4,1,2021-02-24 18:02:49,1364636918777061376,"{'neg': 0.056, 'neu': 0.659, 'pos': 0.284, 'compound': 0.7081}","['like', 'seeing', 'individual', 'character', 'story', 'unfolding', 'serious', 'bughead', 'withdrawal', 'hope', 'see', 'reconnection', 'soon']"," i like seeing how each individual character’s story is unfolding, but i am having serious bughead withdrawal! hope to see a reconnection soon!",0.04,0.00,0.96
"@barchieislove1 I got attacked by a bughead last week who threatened me to block my account and shut down my barchie group because I didn't allow them in. 
Then she told me she knew FB owner (Mark Zuckerberg) and can get me hacked and in trouble. Don't listen to them. Just some spoiled brat.",False,en,1,0,2021-02-24 18:02:09,1364636749486415875,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.9321}","['got', 'attacked', 'bughead', 'last', 'week', 'threatened', 'block', 'account', 'shut', 'barchie', 'group', 'allow', 'told', 'knew', 'fb', 'owner', 'mark', 'zuckerberg', 'get', 'hacked', 'trouble', 'listen', 'spoiled', 'brat']"," i got attacked by a bughead last week who threatened me to block my account and shut down my barchie group because i didn't allow them in. 
then she told me she knew fb owner (mark zuckerberg) and can get me hacked and in trouble. don't listen to them. just some spoiled brat.",0.00,0.00,1.00
